LC_Up_Regulated_Genes,Signalling,DCT1,DCT2,DCT3,ERST2,ERST3,LC1,LC2,LC3
Hcst,LC_ERST_UP,6.15,5.38,1.83,24.29,21.57,2.96,2.04,3.43
Hcar2,LC_ERST_UP,6.81,6.92,7.86,48.38,47.01,6.78,6.88,7.71
Hal,LC_ERST_UP,31.31,30.37,32.81,381.23,364.68,4.18,6.39,4.39
Hacl1,LC_ERST_UP,4.76,4.24,6.03,190.73,189.97,7.82,6.86,9.87
Hacd2,LC_ERST_UP,14.9,14.95,18.26,112.35,109.34,8.76,7.48,7.73
H60c,LC_ERST_UP,1.09,0.91,1.41,9.17,6.92,0,0,0
H2-M2,LC_ERST_UP,1.89,2.1,2.13,9.42,10.44,0.37,0.4,0.28
H2-Eb1,LC_ERST_UP,84.47,85.88,44.84,436.14,429.56,48.2,55.61,45
H2-DMb2,LC_ERST_UP,3.19,3.31,2.7,17.4,18.38,1.45,2.02,1.44
H2-DMb1,LC_ERST_UP,19.09,16.51,10.13,63.66,62.79,12.17,18.73,13.59
H2-DMa,LC_ERST_UP,15.72,16.7,9.25,70.01,68.69,4.3,3.01,4.04
H2-Bl,DCT_ERST_DCT_UP,63.33,74.9,49.84,8.45,8.25,3.3,3.5,4.38
H2afx,DCT_ERST_DCT_UP,59.61,55,62.71,32.89,27.63,8.4,11.39,8.53
H2-Ab1,LC_ERST_UP,189.18,182.75,100.93,816.81,782.44,58.5,64.4,58.59
H2-Aa,LC_ERST_UP,158.04,165.5,87.38,543.79,514.6,48.59,57.55,49.22
Gucy2c,DCT_ERST_DCT_UP,1.07,1.48,1.06,0,0,0,0,0
Guca2a,LC_ERST_UP,3.98,3.76,2.99,180.91,153.63,0.2,0.39,0.24
Guca1b,DCT_ERST_DCT_UP,4.68,4.54,3.19,0.14,0.13,0.17,0.1,0.06
Gsta3,LC_ERST_UP,1.72,1.83,1.68,13.81,17.16,1.79,0.85,0.9
Gsta2,LC_ERST_UP,4.85,3.28,6.27,66.04,64.46,0,0.27,0
Gsta1,LC_ERST_UP,2.8,1.8,3.16,33.96,33.58,0.36,0,0
Gsdmc,LC_ERST_UP,0.24,0.07,0.27,14.47,14.25,0,0,0
Gsdma,DCT_ERST_DCT_UP,183.82,176.39,166.19,55.94,55.74,0,0,0
Grb7,DCT_ERST_DCT_UP,23.8,22.94,28.38,12.46,12.27,5.3,5.07,4.75
Grap,LC_ERST_UP,3.36,2.56,1.63,14.36,13.6,3.98,3.88,3.96
Gramd1c,LC_ERST_UP,2.57,2.38,3.05,15.88,15.46,2.78,2.29,2.53
Gpx2,DCT_ERST_DCT_UP,95.52,97.82,61.09,6.19,6.22,0.94,0.81,0.8
Gpt,LC_ERST_UP,8.01,8.87,5.84,32.73,32.06,12.17,12.01,10.2
Gprin2,LC_ERST_UP,0.09,0.06,0.28,3.25,2.94,0.06,0.42,0.13
Gprc5d,DCT_ERST_DCT_UP,1350.68,1356.11,1140.22,5.22,5.23,0,0,0.08
Gprc5a,DCT_ERST_DCT_UP,24.25,23.67,21.05,0.18,0.23,1,1.15,0.91
Gpr34,LC_ERST_UP,1.34,1.44,0.88,7.51,8.88,1.16,1.37,1.45
Gpnmb,DCT_ERST_DCT_UP,109.76,111.72,130.27,30.84,31.14,7.09,6.4,6.34
Gp5,DCT_ERST_DCT_UP,3.02,2.94,1.87,0.1,0.03,0.04,0,0.05
Golga7b,DCT_ERST_DCT_UP,103.24,105.38,99.08,4.73,4.58,0.59,0.66,0.69
Gnmt,DCT_ERST_DCT_UP,16.64,17.51,28.49,6.8,5.7,2.63,3.69,2.25
Gng4,DCT_ERST_DCT_UP,10.25,11.04,13.23,3,2.51,1.16,0.34,0.25
Gng13,DCT_ERST_DCT_UP,88.35,82.42,47.07,2.76,3.14,1.16,0,0
Gnat1,DCT_ERST_DCT_UP,158.88,177.94,128.82,11.18,15.05,14.43,10.52,8.18
Gnai1,LC_ERST_UP,9.63,9,10.54,36.63,34.68,5.69,5.01,6.11
Gmfg,LC_ERST_UP,11.73,10.6,4.66,33.92,41.76,6.59,9.82,8.72
Gmeb1,DCT_ERST_DCT_UP,28.78,30.65,23.63,8.86,7.89,5.11,5.88,5.13
Gm9992,LC_ERST_UP,0.69,0.75,0.58,4.69,4.42,0.29,0,0.2
Gm9989,LC_ERST_UP,1.45,0.08,0.04,9.22,8.36,0,0,0
Gm9972,LC_ERST_UP,0,0.12,0.63,3.65,4.63,0,0,0
Gm9944,LC_ERST_UP,0,0,0,4.52,3.64,0,0,0
Gm9855,LC_ERST_UP,0.09,0,0,9.61,12.21,2.32,1.8,2.27
Gm9727,LC_ERST_UP,0,0,0,2.02,3.44,0,0,0
Gm9696,LC_ERST_UP,0.4,0.15,0.26,15.37,15.54,0,0,0
Gm9507,DCT_ERST_DCT_UP,1161.51,1128,660.44,8.03,9.46,0,0,0
Gm94,LC_ERST_UP,213.73,209.42,212.86,777.87,758.08,0,0,0
Gm8885,LC_ERST_UP,0.19,0,0,3.04,2.54,0,0,0
Gm8666,LC_ERST_UP,0,0,0,4.03,2.73,0,0,0
Gm8439,DCT_ERST_DCT_UP,2.46,2.03,1.69,0,0,0,0,0
Gm8420,LC_ERST_UP,0,0,0,16.45,17.48,0,0,0
Gm8080,LC_ERST_UP,0,0,0,2.24,1.58,0,0,0
Gm7887,LC_ERST_UP,0,0,0,3.5,3.09,0,0,0
Gm7862,LC_ERST_UP,0,0,0.54,10.06,9.02,0,0,0
Gm7579,DCT_ERST_DCT_UP,206.96,202.04,118.69,2.19,1.43,0,0,0
Gm7138,DCT_ERST_DCT_UP,377.5,337.03,221.79,1.72,2.2,0,0,0
Gm7137,DCT_ERST_DCT_UP,106.46,101.7,76.35,1.24,1.02,0,0,0
Gm6537,LC_ERST_UP,1.91,1.33,1.68,11.55,11.18,0,0,0
Gm6311,LC_ERST_UP,0,0,0,230.28,218.7,0,0,0
Gm6166,LC_ERST_UP,0,0,0.41,391.76,307.3,19.09,17.37,15.7
Gm5814,DCT_ERST_DCT_UP,4.81,4.99,5.97,1.27,1.95,2.3,0.03,2.78
Gm5776,DCT_ERST_DCT_UP,125.4,112.77,117.16,57.27,63.52,32.52,27.34,22.73
Gm5547,LC_ERST_UP,0.91,1.15,0.58,6.83,6.24,0.6,0,0.32
Gm5538,LC_ERST_UP,0.19,0.31,0.62,90.02,84.5,0,0,0
Gm5278,DCT_ERST_DCT_UP,149.44,141.75,128.23,0.79,0.67,0.23,0,0
Gm5127,LC_ERST_UP,0.08,0.35,0.35,6.46,6.55,0.2,0.12,0.12
Gm4559,DCT_ERST_DCT_UP,182.42,186.27,106.92,1.57,0.19,0,0,0
Gm4553,DCT_ERST_DCT_UP,112.07,108,63.95,1.7,1.31,0,0,0
Gm4419,DCT_ERST_DCT_UP,43.11,49.24,38.59,4.03,4.45,6.57,3.74,5.01
Gm43809,DCT_ERST_DCT_UP,2.65,2.43,2.05,0,0.41,0,0,0.73
Gm438,LC_ERST_UP,0.31,0,0.1,11.44,10.71,0.07,0.12,0
Gm43652,DCT_ERST_DCT_UP,40.82,41.93,33.13,15.21,8.1,0.36,1.65,12.88
Gm436,LC_ERST_UP,0.25,0.39,0.25,27.77,25.12,0,0,0
Gm43519,LC_ERST_UP,1.97,1.31,3.59,10.36,12.05,0.74,0.26,0.28
Gm43461,DCT_ERST_DCT_UP,306.08,321.74,296.21,29.83,43.25,54.61,33.97,45.21
Gm43235,LC_ERST_UP,1.04,0.63,0,16.9,18.19,0,0,0
Gm43138,DCT_ERST_DCT_UP,26.45,29.39,16.91,4.59,5.44,5.67,2.81,6.59
Gm43123,DCT_ERST_DCT_UP,4.66,4.92,3.42,0.67,1.03,1.4,1.32,1.16
Gm43057,DCT_ERST_DCT_UP,122.44,108.26,127.72,12.08,18.05,41.23,13.55,32.56
Gm42887,DCT_ERST_DCT_UP,35.3,29.74,25.64,7.12,6.82,12.6,13.37,13.27
Gm42845,DCT_ERST_DCT_UP,450.95,573.45,545.32,216.09,57.91,322.24,158.72,290.17
Gm42732,DCT_ERST_DCT_UP,70.32,66.98,55.37,8.79,10.73,7.94,6.13,6.45
Gm42724,LC_ERST_UP,7.6,9.33,21.83,49.09,45.94,16.36,13.84,16.95
Gm42711,LC_ERST_UP,0.56,0.39,0.56,5.62,4.65,0,0,0
Gm42637,DCT_ERST_DCT_UP,20.16,20.26,15.63,0.73,1.27,0,0,0
Gm42555,DCT_ERST_DCT_UP,2.98,2.39,3.16,0.53,0.22,0,0,0.22
Gm4245,LC_ERST_UP,26.68,12.07,20.33,83.82,76.79,11.08,28.69,14.33
Gm42428,DCT_ERST_DCT_UP,81.72,76.26,50.24,27.14,25.94,34.94,41.37,34.67
Gm4017,LC_ERST_UP,0,0,0,14.07,11.51,0,0,0
Gm38299,DCT_ERST_DCT_UP,6.66,6.13,3.54,1.11,1.01,1.49,0.88,1.62
Gm38224,DCT_ERST_DCT_UP,9.14,9.47,8.77,1.05,1.65,1.99,1.4,1.62
Gm38215,DCT_ERST_DCT_UP,4.37,5.69,5,0.86,1.31,1.95,0.84,1.59
Gm38119,LC_ERST_UP,0.23,0,0.11,5.53,6.95,0,0,0
Gm38047,DCT_ERST_DCT_UP,18.61,16.39,14.3,5.19,6.02,4.44,2.82,4.87
Gm37932,DCT_ERST_DCT_UP,12.44,11.57,14.36,2.39,2.57,7.58,2.09,5.91
Gm37931,DCT_ERST_DCT_UP,5.59,4.7,5.3,0.75,0.89,0.44,0.55,0.57
Gm37913,DCT_ERST_DCT_UP,16.68,18.98,14.79,1.08,1.58,3.36,1.43,2.4
Gm37848,DCT_ERST_DCT_UP,2.12,2.36,3.16,0.26,0.59,0.03,0,0.79
Gm37758,DCT_ERST_DCT_UP,265.57,274.41,242.7,99.39,93.75,112.87,124.13,134.27
Gm37750,DCT_ERST_DCT_UP,7068.19,7347.47,4537.04,1182.95,993.52,2254.85,2901.35,1949.53
Gm37234,DCT_ERST_DCT_UP,11.83,11.49,13.29,0.74,2.26,3.22,1.98,2.69
Gm37214,DCT_ERST_DCT_UP,67.84,78.67,78.79,11.6,12.11,11.29,9.21,10.62
Gm37110,DCT_ERST_DCT_UP,41.18,35.98,29.86,8.56,8.95,9.33,8.18,8.33
Gm37065,DCT_ERST_DCT_UP,304.28,317.54,324.56,10.74,21.12,26.1,17.48,28.76
Gm36958,DCT_ERST_DCT_UP,21.2,19.85,17.04,9.33,8.63,8.67,9.13,7.98
Gm3527,LC_ERST_UP,0,0,0.21,3.64,3.51,0.3,0,0
Gm3448,LC_ERST_UP,0.79,0.54,1,13.62,11.83,4.02,3.03,4.39
Gm34267,DCT_ERST_DCT_UP,3.88,4.9,4.11,0.12,0.37,1.08,0.98,1.6
Gm3336,LC_ERST_UP,0,0.17,0.13,3.71,4.12,0,0,0
Gm3250,DCT_ERST_DCT_UP,468.91,442.35,253.38,4.29,2.58,0,0,0
Gm3238,DCT_ERST_DCT_UP,373.71,381.36,224.93,2.79,2.65,0,0,0
Gm3233,DCT_ERST_DCT_UP,541.95,549.63,357.76,4.12,4.52,0,0,0
Gm29666,DCT_ERST_DCT_UP,12.8,14.59,10.12,2.94,3.58,2.38,2.55,2.01
Gm29650,LC_ERST_UP,0,0,0,2.15,1.76,0,0,0
Gm29562,DCT_ERST_DCT_UP,254.49,247.7,229.89,90.58,84.52,96.33,101.73,97.77
Gm29538,LC_ERST_UP,0,0,0.41,2.58,2.14,0,0,0
Gm29443,DCT_ERST_DCT_UP,2.57,4.33,3.79,0.18,0.58,1.14,0.79,0.5
Gm29084,DCT_ERST_DCT_UP,59.05,62.03,66.78,25.29,22.67,27.21,27.58,24.99
Gm28588,LC_ERST_UP,0,0,0,10.1,10.03,0,0,0
Gm28417,DCT_ERST_DCT_UP,59.07,62.45,49.17,6.06,8.6,13.11,7.37,13.49
Gm28046,LC_ERST_UP,6.62,6.45,7.24,72.83,70.48,0,0,0
Gm27517,LC_ERST_UP,1.48,3.21,3.82,15.13,17.18,0,0,0
Gm27385,LC_ERST_UP,0,0,0,7.38,7.78,0,0,0
Gm27000,LC_ERST_UP,0,0.28,0,6.84,6.06,1.27,0.78,0
Gm2696,DCT_ERST_DCT_UP,626.18,574.61,414.29,5.55,3.52,0,0,0
Gm26947,DCT_ERST_DCT_UP,7.7,7.19,8.12,0.68,0.92,1.87,0.83,1.5
Gm26909,DCT_ERST_DCT_UP,238.2,241.8,262.67,16.09,24.22,14.99,7.55,10.74
Gm26876,DCT_ERST_DCT_UP,9.37,11.49,10.16,1.13,1.55,1.29,1.55,1.53
Gm26815,DCT_ERST_DCT_UP,16.17,17.98,9.62,1.4,1.5,1.08,1.24,1.42
Gm26764,DCT_ERST_DCT_UP,7.91,10.84,7.13,2.3,2.8,2.52,1.97,2.58
Gm26737,DCT_ERST_DCT_UP,6.47,5.56,4.37,1.3,1.16,1.31,2.5,1.81
Gm26735,DCT_ERST_DCT_UP,5.26,5.82,7.26,0.99,2.12,0,0,0
Gm26600,DCT_ERST_DCT_UP,4.43,4.86,5.07,1.34,1.39,1.53,1.2,1.12
Gm26205,DCT_ERST_DCT_UP,40.35,28.22,24.08,11.73,0,2.52,3.65,0
Gm26004,LC_ERST_UP,0,0,0,4.86,5.35,0,0,0
Gm25394,LC_ERST_UP,0,0,0,3.01,3.48,0,0,0
Gm25177,LC_ERST_UP,0,0,0,4.71,5.2,0,0,0
Gm25043,LC_ERST_UP,0,0,0,5.29,2.04,0,0,0
Gm24553,LC_ERST_UP,0,0,0,3.16,3.64,0,0,0
Gm24336,DCT_ERST_DCT_UP,2.79,6.8,3.85,0,0,0,0,0
Gm2431,DCT_ERST_DCT_UP,218.81,206.51,131.24,1.49,1.86,0,0,0
Gm24265,LC_ERST_UP,6.16,5.01,20.14,67.14,82.71,0,10.55,11.87
Gm22752,DCT_ERST_DCT_UP,171.12,133.36,128.97,0,0,0,0,0
Gm22748,DCT_ERST_DCT_UP,17.12,29.26,16.27,5.58,0,0,0,0
Gm22690,LC_ERST_UP,0,0,0,11.87,11.04,0,0,0
Gm22499,LC_ERST_UP,0,0,0,2.86,3.33,0,0,0
Gm22229,LC_ERST_UP,0,0,0,12.73,6.81,0,0,0
Gm21685,LC_ERST_UP,4.29,3.75,5.71,18,17.39,5.6,5.47,4.61
Gm21541,LC_ERST_UP,18.85,19.36,9.85,192.01,162.79,46.85,54.5,60.19
Gm20678,DCT_ERST_DCT_UP,115.42,126.17,108.19,18.98,22.51,30.91,20.99,25.93
Gm20627,LC_ERST_UP,4.3,4.91,3.26,73.74,61.88,0.5,0.43,0.25
Gm20390,DCT_ERST_DCT_UP,236.89,251.6,262.94,118.26,150.74,38.92,30.74,56
Gm19668,DCT_ERST_DCT_UP,307.08,292.68,192.08,2.27,1.84,0,0,0
Gm19409,DCT_ERST_DCT_UP,8.53,8.2,10.37,0.99,1.33,3.44,2.48,2.48
Gm19402,DCT_ERST_DCT_UP,590.6,574.72,362.17,3.29,1.78,0,0,0
Gm19087,DCT_ERST_DCT_UP,9.87,8.87,9.28,3.29,2.02,0,0.24,2.84
Gm18492,DCT_ERST_DCT_UP,3.8,4.82,5.6,0.32,0.26,1.57,0.56,0.75
Gm18445,LC_ERST_UP,0,0,0,3.43,3.94,0,0,0
Gm17711,LC_ERST_UP,0,0,0,3.02,4.76,0,0,0
Gm17494,DCT_ERST_DCT_UP,24.77,25.98,21.98,2.82,3.09,2.85,1.61,2.75
Gm17322,DCT_ERST_DCT_UP,5.23,5.38,6.6,0.36,0.37,0,0,0
Gm17099,LC_ERST_UP,14.4,8.02,7.58,34.03,39.78,0,0,0
Gm16754,DCT_ERST_DCT_UP,22.96,18.55,29.5,4.04,5.08,13.23,9,12.59
Gm16702,DCT_ERST_DCT_UP,32.41,31.97,31.74,6.45,9.83,8.79,6.15,9.01
Gm16211,DCT_ERST_DCT_UP,16.27,17.69,18.27,5.36,5.29,4.85,5.72,5.93
Gm16087,LC_ERST_UP,0.42,0.31,0.99,5.48,4.49,0.21,0.19,0.25
Gm15987,LC_ERST_UP,1.47,1.16,1.71,8.35,7.21,1.01,0.85,1.07
Gm15879,DCT_ERST_DCT_UP,26.29,22.71,27.11,3.79,4.5,6.36,3.47,8.36
Gm15541,DCT_ERST_DCT_UP,20.69,20.87,18.98,2.7,3.64,2.72,1.91,2.42
Gm15406,LC_ERST_UP,1.3,3.06,2.86,12.81,16.3,3.86,1.46,5.78
Gm14703,DCT_ERST_DCT_UP,5.58,5.66,4.84,0.33,0.31,0.31,0.16,0.39
Gm14548,LC_ERST_UP,0.11,0.06,0.1,6.06,5.15,0.39,0.41,0.52
Gm14326,LC_ERST_UP,7.69,6.47,7.39,27.9,25.75,8.76,9.84,9.1
Gm14305,LC_ERST_UP,5.27,4.27,3.86,19.2,15.58,0,1.07,0
Gm14268,DCT_ERST_DCT_UP,3.57,3.01,2.59,0.06,0,0.3,0,0.46
Gm14182,DCT_ERST_DCT_UP,36.18,38.63,18.92,0,0,0,0,0
Gm14137,DCT_ERST_DCT_UP,17.79,19.04,19.67,5.54,5.31,0.23,0.35,0.38
Gm14094,LC_ERST_UP,0,0,0,2.47,3.39,0,0,0
Gm13536,LC_ERST_UP,0.56,0.42,0.11,4.6,4.12,0,0,0
Gm13490,DCT_ERST_DCT_UP,2.58,2.4,1.92,0.02,0.06,0.3,0.26,0.34
Gm13306,DCT_ERST_DCT_UP,480.83,496.54,455.87,270.07,257.17,1.01,1.18,0
Gm13248,LC_ERST_UP,1.25,0.77,0.7,21.24,19.25,7.22,6.54,2.75
Gm13219,LC_ERST_UP,1.18,1.25,1.82,9.14,7.85,0,0,0
Gm13203,DCT_ERST_DCT_UP,21.16,18.06,12.13,1.96,2.02,0,0,0
Gm13178,LC_ERST_UP,12.65,12.97,15.37,75.23,74.26,0.16,0,0.46
Gm13177,LC_ERST_UP,0.25,0.24,0.5,64.3,62.03,0,0,0
Gm13124,LC_ERST_UP,0,0,0,39.37,45.95,0,0,0
Gm13075,DCT_ERST_DCT_UP,47.87,51.33,44.35,19.83,21.89,9.67,9.57,7.57
Gm13032,DCT_ERST_DCT_UP,3.39,2.78,2.08,0.03,0.09,0.16,0.08,0.08
Gm12976,DCT_ERST_DCT_UP,274.84,272.01,258.63,57.14,81.73,146.28,115.61,119.96
Gm12953,DCT_ERST_DCT_UP,141.89,153.07,171.73,15.8,23.24,8.31,9.36,8.91
Gm12940,LC_ERST_UP,72.56,85.62,54.87,264.69,282.26,73.75,48.85,68.99
Gm12813,LC_ERST_UP,0,0,0,1.13,1.66,0,0,0
Gm12696,DCT_ERST_DCT_UP,11.89,15.8,16.35,6.76,6.52,4.02,5.95,3.3
Gm12589,LC_ERST_UP,2.88,2.87,3.4,16.62,11.93,0.18,0.35,0
Gm12551,LC_ERST_UP,2.2,2.91,1.65,247.67,251.13,0.16,0.29,0
Gm12514,LC_ERST_UP,0,0,0,1.45,2.07,0.14,0,0
Gm12496,DCT_ERST_DCT_UP,2.16,2.19,2.01,0.22,0.14,0.26,0.38,0.4
Gm12446,DCT_ERST_DCT_UP,11.79,15.46,13.75,0.13,0.23,0,0,0
Gm12347,DCT_ERST_DCT_UP,5,3.1,6.17,0,0.22,0,0,0
Gm12248,LC_ERST_UP,0.26,0.32,0.17,66.8,76.72,0.33,0,0.38
Gm11992,LC_ERST_UP,2.98,2.93,5.41,29.79,30.09,0.49,0.59,0.47
Gm11940,LC_ERST_UP,1.7,1.04,0.25,16.99,11.85,0,0.75,0
Gm11939,DCT_ERST_DCT_UP,213.27,238.99,109.86,0,0.48,0,0,0
Gm11938,DCT_ERST_DCT_UP,3013.2,2942.2,1303.02,11.28,8.52,0,0,0
Gm11937,DCT_ERST_DCT_UP,2550.39,2346.96,1102.53,14.14,15.64,0,0,0
Gm11934,DCT_ERST_DCT_UP,12.78,11.61,8.89,0.23,0.36,1.07,0.61,0.77
Gm11596,DCT_ERST_DCT_UP,1323.48,1267.35,556.97,8.76,7.24,0,0,0
Gm11595,DCT_ERST_DCT_UP,2351.45,2247.14,903.06,12.07,8.54,0,0,0
Gm11581,LC_ERST_UP,0.45,0.28,0.87,5.18,5.1,0.29,0.8,1.83
Gm11571,DCT_ERST_DCT_UP,2.26,2.32,4.2,0.17,0.14,0,0,0
Gm11569,DCT_ERST_DCT_UP,858.29,848.9,458.03,9.28,6.98,0,0,0
Gm11568,DCT_ERST_DCT_UP,968.33,929.04,505.39,5.34,4.78,0,0,0
Gm11567,DCT_ERST_DCT_UP,557.05,535.37,334.32,2.68,2.14,0,0,0
Gm11565,DCT_ERST_DCT_UP,508.47,510.44,361.07,2.32,1.33,0,0,0
Gm11564,DCT_ERST_DCT_UP,722.41,689.8,334.57,9.46,8.62,0,0,0
Gm11563,DCT_ERST_DCT_UP,930.79,896.62,412.61,3.68,3.33,0,0,0
Gm11562,DCT_ERST_DCT_UP,2775.6,2692.74,1172.27,11.35,8.98,0,0,0
Gm11559,DCT_ERST_DCT_UP,488.37,473.31,276.44,2.17,2.1,0,0,0
Gm11555,DCT_ERST_DCT_UP,1561.28,1497.97,623.43,7.72,6.69,0,0,0
Gm11554,DCT_ERST_DCT_UP,572.71,577.61,269.88,4.35,4.57,0,0,0
Gm11525,DCT_ERST_DCT_UP,7.97,9.09,6.87,1.04,1.46,0.68,0.59,0.75
Gm11433,LC_ERST_UP,0,0,0,15,18.98,0,0,0
Gm10639,LC_ERST_UP,0,0.21,0.42,3.66,2.49,0,0,0
Gm10591,LC_ERST_UP,0,1.69,0,20.86,12.34,0,0,0
Gm10499,DCT_ERST_DCT_UP,12.04,13.32,15.04,1.51,2.35,3.68,3.41,4.81
Gm10318,DCT_ERST_DCT_UP,816.03,794.49,478.38,4.55,4.9,0,0,0
Gm10272,DCT_ERST_DCT_UP,417.2,423.53,167.52,1.95,3.32,0,0,0
Gm10229,DCT_ERST_DCT_UP,10729.02,10724.79,5149.01,19.3,14.68,0,0,0
Gm10228,DCT_ERST_DCT_UP,5346.93,5393.08,2283.42,7.51,8.56,0,0,0
Gm10184,LC_ERST_UP,0.65,0,1.85,47.55,49.49,5.35,5.27,3.85
Gm10157,DCT_ERST_DCT_UP,21.85,18.15,18.49,0,7.03,0,0,0
Gm10153,DCT_ERST_DCT_UP,27.71,22.71,17.11,0.77,0,0,0,0
Gm10142,DCT_ERST_DCT_UP,333.27,307.73,141.32,3.8,4.33,0,0,0
Gm10116,DCT_ERST_DCT_UP,35.39,36.13,30.04,1.2,0.58,1.15,1.29,1.11
Gm10100,DCT_ERST_DCT_UP,764.69,713.76,390.42,9.05,5.04,0,0,0
Gm10094,DCT_ERST_DCT_UP,225.43,215.1,255.93,103.9,128.5,123.94,117.45,125.68
Gm10036,LC_ERST_UP,0,0.06,0.28,70.62,72.85,1.06,0,0.51
Gm10024,DCT_ERST_DCT_UP,690.76,697.86,362.21,5.15,5.58,0,0,0
Gm10020,LC_ERST_UP,0,0,1.51,378.28,404.85,0,0,0.83
Gm10013,DCT_ERST_DCT_UP,221.54,209.97,127.02,3.68,1.73,0,0,0
Glt8d2,LC_ERST_UP,1.09,0.97,0.38,20.82,20.92,4.64,3.77,4.16
Glrx,LC_ERST_UP,70.39,76.43,74.65,249.22,246.06,17,16.88,14.09
Gla,DCT_ERST_DCT_UP,6.32,6.33,9.13,1.73,1.71,1.41,1.54,1.27
Gjd3,LC_ERST_UP,0.2,0,0.1,2.79,1.79,0.13,0,0.15
Gjb6,DCT_ERST_DCT_UP,66,65.37,66.86,4.22,3.45,0,0,0
Gjb2,DCT_ERST_DCT_UP,300.18,299.31,402,11.54,11.74,0.07,0,0
Gja3,DCT_ERST_DCT_UP,8.62,8.91,12.44,0.3,0.27,1.03,1.19,1.19
Gja1,DCT_ERST_DCT_UP,1101.69,1076.92,1170.84,93.59,97.83,6.85,6.69,7.51
Ggt1,DCT_ERST_DCT_UP,35.83,43.58,47.98,0.39,0.4,1.32,0.78,1.48
Ggct,LC_ERST_UP,161.64,162.55,148.33,552.96,538.3,10.13,9.62,11.17
Gdpd2,LC_ERST_UP,2.48,2.25,6.35,74.12,72.87,0,0,0
Gcnt1,DCT_ERST_DCT_UP,5.23,5.38,7.22,1.02,1.19,0.3,0.1,0.15
Gcn1l1,DCT_ERST_DCT_UP,53.92,51.3,50.4,12.66,14.66,31.16,23.11,25.02
Gatm,LC_ERST_UP,6.93,7.08,7.29,23.36,27.55,3.44,3.17,4.16
Gas7,LC_ERST_UP,18.03,17.89,18.86,74.5,76.24,9.07,9.5,9.16
Gas2l1,LC_ERST_UP,8.56,8.52,15.2,74.67,60.14,24.61,24.62,24.23
Gal3st4,LC_ERST_UP,1.64,1.64,1.99,10.72,10.03,2.08,1.7,2.26
Gadl1,LC_ERST_UP,0.58,0.36,0.87,19.6,20.85,2.51,3.91,3.6
Gabrp,DCT_ERST_DCT_UP,51.05,48.17,59.62,0.82,0.49,0,0.05,0
G6pdx,DCT_ERST_DCT_UP,75.58,72.31,91.42,36.03,33.89,16.32,13.38,14.47
Fxyd4,DCT_ERST_DCT_UP,52.9,54.5,38.82,5.16,4.94,7.04,9.12,7.14
Foxn1,DCT_ERST_DCT_UP,33.67,34.64,29.72,5.86,5.82,0,0,0
Foxe1,DCT_ERST_DCT_UP,3.44,4.12,4.3,0.06,0.02,0,0,0
Fndc9,LC_ERST_UP,3.35,3.36,5.28,18.39,15.23,0,0,0
Fmo2,LC_ERST_UP,3.1,2.79,3.76,23.12,24.47,6.47,5.05,6.02
Flrt3,DCT_ERST_DCT_UP,60.99,64.32,81.96,16.16,15.72,1.26,1.24,1.06
Flg2,LC_ERST_UP,64.97,71.37,75.67,278.06,276.42,0,0,0
Flg,LC_ERST_UP,2.37,0.41,2.22,25.43,21.37,0,0,0
Fkbp1a,DCT_ERST_DCT_UP,222.73,215.23,202.24,111.45,106.5,109.9,109.04,106.58
Fkbp11,LC_ERST_UP,12.9,12.08,9.74,40.4,41.93,4.72,5.98,3.52
Fhod3,DCT_ERST_DCT_UP,10.44,10.73,10.02,0.41,0.36,0.41,0.47,0.46
Fgf5,DCT_ERST_DCT_UP,10.43,8.85,9.26,0.03,0.14,0.4,0.44,0.68
Fgf22,DCT_ERST_DCT_UP,36.95,41.26,40.03,14.64,13.92,1.09,0,1.9
Fem1b,DCT_ERST_DCT_UP,11.24,12.01,10.89,4.68,4.27,3.21,3.37,2.99
Fcmr,LC_ERST_UP,0.61,0,0,2.98,2.56,0,0,0
Fchsd1,DCT_ERST_DCT_UP,11.83,9.96,11.09,3.49,3.35,2.54,3.34,3.31
Fcgr3,LC_ERST_UP,13.1,13.49,9.64,44.77,48.44,3.37,3.09,3.46
Fcgr2b,LC_ERST_UP,10.4,9.47,6.27,35.19,34.11,7.92,7.27,6.18
Fcgbp,LC_ERST_UP,41.69,42.44,24.34,207.04,214.61,0.03,0.03,0
Fbp1,DCT_ERST_DCT_UP,227.06,239.3,275.63,1.44,1.7,0.58,1.49,0.41
Fblim1,DCT_ERST_DCT_UP,5.85,6.27,7.02,1.51,0.89,1.27,0.97,0.84
Far2,LC_ERST_UP,5.76,5.43,7.17,169.42,175.18,0.95,0.92,1.47
Fam89a,LC_ERST_UP,12.53,12.54,29.18,79.96,74.05,0.73,1.18,1.27
Fam84a,DCT_ERST_DCT_UP,77.46,78.26,87.54,41.97,45.32,3.03,2.81,2.96
Fam83f,LC_ERST_UP,5.92,5.81,6.5,23.47,22.85,0.18,0.16,0.07
Fam83c,DCT_ERST_DCT_UP,33.94,30.72,42.3,9.09,7.8,0.03,0,0
Fam81a,LC_ERST_UP,4.61,4.14,5.63,37.59,40.13,2.57,1.55,1.75
Fam57b,LC_ERST_UP,0.35,0.85,0.6,20.49,19.38,1.66,3.92,2.5
Fam49a,DCT_ERST_DCT_UP,34.72,33.56,43.93,3.47,3.15,1.64,1.36,1.77
