Gene_name,Gene_description,Stromal vehicle replicate 1,Stromal vehicle replicate 2,Stromal vehicle replicate 3,Stromal estrogen replicate 1,Stromal estrogen replicate 2,Stromal estrogen replicate 3,Der_JY01M004_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M005_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M006_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M001_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M002_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M003_(MoGene-2_0-st).Dermis.rma-gene-full-Signal
Dohh,deoxyhypusine hydroxylase/monooxygenase,-0.18625549,-0.369499738,-1.253557738,0.172720075,-0.166946323,-0.245859645,8.160478,8.665079,8.359859,8.571008,8.576656,8.585782
Dock9,dedicator of cytokinesis 9,0.324930278,-0.582089144,1.029695868,-0.323094121,0.000166069,0.095207783,8.468606,8.777075,8.336634,9.264181,8.642213,9.228713
Dock8,dedicator of cytokinesis 8,0.721673774,0.645868961,0.902568597,0.687633543,0.18107033,1.507100309,6.215526,6.295033,6.393062,6.241632,6.416691,6.329163
Dock7,dedicator of cytokinesis 7,-0.336279925,-0.897912577,-0.365395727,-0.447902051,0.339321802,-0.51973038,10.34153,9.685768,9.875421,9.590167,8.80969,9.279617
Dock6,dedicator of cytokinesis 6,0.080224712,0.302348856,-0.082198421,0.305396545,-0.457763805,-0.146480199,7.952713,7.626579,7.900643,7.32324,7.381211,7.373562
Dock5,dedicator of cytokinesis 5,0.766744841,-0.947795159,-1.060537564,1.343151533,2.217476101,2.113964355,8.85293,9.314428,9.141026,9.296021,8.725117,9.173999
Dock4,dedicator of cytokinesis 4,2.853049224,1.71889479,2.968455078,3.603185314,4.080314304,4.082707903,9.474277,9.154515,9.031716,9.865386,10.03348,9.917675
Dock3,dedicator of cyto-kinesis 3,-0.75301657,-0.937504427,-0.410226347,-1.146718463,-0.303546301,-0.019764366,6.424091,9.174291,6.598409,7.946349,7.154333,7.855121
Dock2,dedicator of cyto-kinesis 2,-1.441770792,-1.568069602,-1.383861821,-1.745254613,-1.566904009,-1.811471655,5.588462,5.668033,5.609195,5.830971,5.894439,5.836185
Dock11,dedicator of cytokinesis 11,2.610866018,3.11944938,2.702793649,4.215281155,4.715254349,3.452144197,8.640253,7.837622,8.21592,8.490171,7.836442,8.172426
Dock10,dedicator of cytokinesis 10,0.6275642,-0.020511721,2.115629133,1.808779241,2.877144071,2.717531898,6.676065,7.349352,6.744907,7.862616,8.100363,7.944514
Dock1,dedicator of cytokinesis 1,0.707522667,0.63334237,0.665033952,0.829622173,0.607717441,0.492121185,10.17156,9.827236,9.873137,10.291,9.422431,9.992294
Doc2g,"double C2, gamma",-0.296334441,1.435835229,1.233621239,1.76252328,-0.071891919,-0.277618106,6.958272,7.137571,7.247068,7.029566,7.04137,7.094575
Doc2b,"double C2, beta",2.602669733,1.264401525,2.859491461,3.720616499,3.874608457,4.318267368,6.555388,6.443217,6.58487,6.47036,6.526495,6.431302
Doc2a,"double C2, alpha",-1.182010335,-1.109700351,-0.887465982,-0.680194168,-1.024399976,-0.550188918,6.043948,6.164475,6.18319,6.08855,6.249725,6.246396
Dnttip2,"deoxynucleotidyltransferase, terminal, interacting protein 2",1.460974622,1.55964253,1.625090195,1.316729832,1.158770289,1.236831953,9.794265,10.27969,10.21336,10.18328,10.64343,10.45913
Dnttip1,"deoxynucleotidyltransferase, terminal, interacting protein 1",-0.338613557,-0.886885748,-1.190785246,-0.348090543,-0.25605103,-0.35800909,11.09595,10.95662,11.0645,10.86297,10.89651,10.92653
Dntt,"deoxynucleotidyltransferase, terminal",-3.674026868,-3.950964126,-3.517247055,-4.259647607,-4.472895598,-4.566724314,5.568798,5.751671,5.443707,5.568155,5.596809,5.334158
Dnpep,aspartyl aminopeptidase,-0.890495061,-0.736783102,-0.899820782,-0.762235325,-1.177213512,-0.975030456,9.365393,7.902137,8.727026,8.233737,7.575625,7.862476
Dnmt3l,DNA (cytosine-5-)-methyltransferase 3-like,2.140580744,2.589922452,2.126564326,3.049042808,2.715158127,3.160168234,6.996961,7.454159,7.182972,7.277448,7.598217,7.496497
Dnmt3b,DNA methyltransferase 3B,3.030895616,3.371928186,2.614701339,3.364610954,1.636442181,0.772438494,7.328696,8.163375,7.771946,7.995828,8.014306,7.95795
Dnmt3a,DNA methyltransferase 3A,0.118386029,-0.111491817,-0.116363943,-0.244657523,0.469453137,-0.73098887,8.035725,8.084128,8.093706,8.142739,8.015797,8.05656
Dnmt1,DNA methyltransferase (cytosine-5) 1,-1.086726195,-0.838601757,-1.497770669,-0.866271823,-0.686377094,-0.754800963,11.05412,10.277,10.44477,10.86315,9.99361,10.48238
Dnmbp,dynamin binding protein,-0.58959387,-1.570785456,0.012059701,0.118991822,-0.776028499,0.069949212,8.593182,8.36213,8.292641,8.762893,8.111229,8.345248
Dnm3os,"dynamin 3, opposite strand",2.155479711,2.30755043,2.704985961,2.247003494,2.224292572,1.957164922,6.772171,6.60088,6.77142,6.915472,6.835436,6.79752
Dnm3,dynamin 3,-0.782057045,1.620819876,0.170889365,0.290959624,0.204216603,-0.03236925,6.706121,6.387695,6.349202,6.413552,6.516117,6.421759
Dnm2,dynamin 2,-5.087315505,-5.56504434,-4.13567737,-3.491334876,-3.326946097,-4.428783529,10.95559,10.72397,10.86859,10.91691,10.77203,10.86424
Dnm1l,dynamin 1-like,0.058540584,0.061851994,0.328426432,-0.231470061,-0.126764288,0.059952644,11.47821,11.85612,11.53916,11.73417,11.68449,11.71284
Dnm1,dynamin 1,-0.706940388,-1.043964234,-1.053216254,-0.546449121,-0.535406061,-0.533882503,9.589781,8.62224,9.289101,8.715937,8.347645,8.805513
Dnlz,DNL-type zinc finger,-0.073350552,-1.389515828,-0.671191625,-0.220840271,-0.177999379,-0.680035178,10.54546,10.24203,10.27341,10.15682,10.03889,10.10094
Dner,delta/notch-like EGF-related receptor,-3.193106186,-2.339926403,-2.822883017,-4.311355377,-4.054928163,-3.867806868,5.984941,5.74813,5.675332,5.937018,6.034694,5.960898
Dnd1,dead end homolog 1 (zebrafish),1.480329199,1.651948285,1.558016428,1.526587011,1.794916797,1.830070184,5.451141,5.76955,5.657361,5.810874,5.763864,5.958229
Dnase2b,deoxyribonuclease II beta,-0.539059518,-0.177194328,-0.485213853,-0.332766919,-0.448974167,-0.654445192,5.195152,5.546615,5.770653,5.482253,5.88268,5.712904
Dnase2a,deoxyribonuclease II alpha,-0.980188992,-1.11599191,-1.057720733,-0.811765704,-2.377369833,-2.300301574,8.362083,7.84781,8.341562,8.539502,8.396787,8.327919
Dnase1l3,deoxyribonuclease 1-like 3,-0.577594273,-0.785965697,-0.901759675,-0.632298581,-1.308113077,-0.755760549,4.234002,4.853231,4.676075,4.444298,5.53683,4.499753
Dnase1l2,deoxyribonuclease 1-like 2,3.401313388,0.226398348,1.171352495,0.051196477,0.170427014,2.042918032,6.324202,6.42302,6.227659,6.614439,6.695235,6.560446
Dnase1l1,deoxyribonuclease 1-like 1,1.908881923,2.149082114,2.075388492,2.097657773,2.046409298,2.944176711,7.767054,7.449899,7.813704,7.230331,7.473463,7.282612
Dnase1,deoxyribonuclease I,-3.161060609,-3.649214991,-3.497241311,-3.759747315,-4.016448269,-3.214218702,6.572145,6.783502,6.7612,6.798357,6.882653,6.814182
Dnali1,"dynein, axonemal, light intermediate polypeptide 1",-3.079036573,-2.841723761,-2.707400415,-3.380355742,-3.250041668,-3.898226427,6.151855,6.476739,6.377353,6.282991,6.353116,6.414178
Dnajc9,"DnaJ (Hsp40) homolog, subfamily C, member 9",-1.011687067,-1.442533983,-0.88067922,-1.056090756,-1.079688804,-0.71408581,8.749408,8.473594,8.171927,8.497198,8.288898,8.466233
Dnajc8,"DnaJ (Hsp40) homolog, subfamily C, member 8",1.335597471,1.515963708,1.49115693,1.282917741,1.679094798,1.413070576,8.845894,8.907068,8.826138,8.84284,8.985072,8.935552
Dnajc7,"DnaJ (Hsp40) homolog, subfamily C, member 7",-0.45619173,-0.497178739,-0.44954562,-0.708585106,-1.223767142,-0.943047836,8.923574,8.804995,8.713758,8.690016,8.588521,8.678144
Dnajc6,"DnaJ (Hsp40) homolog, subfamily C, member 6",-3.336638412,-3.53603166,-3.162207834,-3.511831806,-3.951516194,-3.607220889,6.537811,6.459538,6.481247,6.480751,6.570267,6.527234
Dnajc5g,"DnaJ (Hsp40) homolog, subfamily C, member 5 gamma",-5.830035773,-5.938880843,-5.179015747,-6.669076138,-6.542761915,-5.89119893,4.64167,4.972225,4.953334,4.804674,5.094932,5.184632
Dnajc5b,"DnaJ (Hsp40) homolog, subfamily C, member 5 beta",-3.10948883,-2.929961989,-2.611496425,-3.988865737,-4.390784182,-3.947664711,5.354049,5.59053,5.622994,5.59053,5.968009,5.426765
Dnajc5,"DnaJ (Hsp40) homolog, subfamily C, member 5",0.645063614,-0.50158841,-0.162240215,2.424047576,-0.442310124,0.552411788,10.89005,11.12815,10.98778,11.08712,11.31933,11.17818
Dnajc4,"DnaJ (Hsp40) homolog, subfamily C, member 4",-0.643151612,-0.661868755,-1.17350952,-0.957851373,-0.830373948,-0.513041778,8.657135,8.490251,8.626307,8.448143,8.268871,8.196205
Dnajc30,"DnaJ (Hsp40) homolog, subfamily C, member 30",-1.741775166,-1.529952537,-2.635396656,-0.381327512,-1.11689351,-0.908873821,8.889585,8.656474,8.934423,8.777999,8.738816,8.814222
Dnajc3,"DnaJ (Hsp40) homolog, subfamily C, member 3",0.517456239,0.769553964,0.827035952,0.407307213,0.694391409,0.77384799,11.16323,10.57294,10.88167,10.56692,10.67253,10.41662
Dnajc28,"DnaJ (Hsp40) homolog, subfamily C, member 28",-1.500077487,-2.065885628,0.037580739,-1.524488175,-0.185011529,-2.406635157,6.453655,6.02037,6.195781,5.971583,6.171329,5.996555
Dnajc27,"DnaJ (Hsp40) homolog, subfamily C, member 27",-1.622718663,-1.563568428,-2.067857567,-2.175851485,-2.29549378,-2.102199033,8.404119,9.507494,8.995251,9.216597,9.706741,9.130412
Dnajc25,"DnaJ (Hsp40) homolog, subfamily C, member 25",1.03299765,0.865097541,1.634358756,1.476349508,1.311866264,1.6602072,9.293943,9.609465,9.505475,9.188564,9.484903,9.159716
Dnajc24,"DnaJ (Hsp40) homolog, subfamily C, member 24",0.031806284,0.856463751,-0.643822236,0.780281332,0.544884405,0.657444634,7.475997,7.804211,7.625303,7.849963,7.588941,7.363747
Dnajc22,"DnaJ (Hsp40) homolog, subfamily C, member 22",-1.692514452,-1.287619795,-1.291215121,-1.547926472,-2.176903716,-1.719831289,6.126612,6.196766,6.251102,6.193955,6.371281,6.041332
Dnajc21,"DnaJ (Hsp40) homolog, subfamily C, member 21",2.889069381,-1.243305152,1.907937391,-0.376310272,-0.31437134,0.861521726,8.472755,9.142865,8.750487,9.4113,9.561631,9.464754
Dnajc2,"DnaJ (Hsp40) homolog, subfamily C, member 2",-1.079628423,-1.599270093,-0.755852586,-1.293174994,-0.857556685,1.032544364,9.620056,10.27251,10.14518,10.0239,10.22995,10.19981
Dnajc19,"DnaJ (Hsp40) homolog, subfamily C, member 19",-1.220914635,-1.169337684,-1.148143175,0.05105206,-0.000236743,0.160677912,9.536011,9.912158,9.463802,9.667308,9.60511,9.336679
Dnajc18,"DnaJ (Hsp40) homolog, subfamily C, member 18",-1.834902268,-2.232516884,-1.181267998,-2.058814156,-2.079045924,-1.388696758,9.44476,8.923876,9.119739,9.023757,8.672069,8.732077
Dnajc17,"DnaJ (Hsp40) homolog, subfamily C, member 17",-0.964976666,-0.416623807,-0.603841957,-1.519245598,-1.821460974,-1.721236747,7.683263,7.906636,7.690359,7.886959,7.821384,7.745551
Dnajc16,"DnaJ (Hsp40) homolog, subfamily C, member 16",-1.080737487,-0.812163972,-0.696280335,-0.596073973,-0.293986759,-0.566087107,9.174212,9.271746,9.025816,9.028627,8.795696,8.839628
Dnajc15,"DnaJ (Hsp40) homolog, subfamily C, member 15",-2.352796586,-2.581345131,-2.163738291,-2.379863978,-2.475264838,-2.366660675,8.407126,8.668148,8.333047,8.758261,8.642413,8.397985
Dnajc14,"DnaJ (Hsp40) homolog, subfamily C, member 14",0.626004363,0.156483022,1.308488275,0.834067713,2.687167347,0.1110925,10.88478,10.5749,10.63099,10.39539,10.20807,10.25076
Dnajc13,"DnaJ (Hsp40) homolog, subfamily C, member 13",0.71630421,0.987773584,1.222476485,0.689643532,0.73535769,0.308874622,10.86216,10.89075,10.81659,10.71034,10.87824,10.79246
Dnajc12,"DnaJ (Hsp40) homolog, subfamily C, member 12",-0.51036146,-0.468090789,-0.287566445,-0.544235571,-1.245765419,-0.816644501,7.418647,6.868142,7.195297,7.086908,6.903782,7.077357
Dnajc11,"DnaJ (Hsp40) homolog, subfamily C, member 11",2.508584559,2.786965348,2.360995989,3.402809985,2.88248892,2.672802951,9.495873,10.14276,9.824066,9.865888,10.04426,9.926672
Dnajc10,"DnaJ (Hsp40) homolog, subfamily C, member 10",-1.85852926,-1.257672611,-2.258949904,-0.534098799,-1.34530284,-0.930925939,9.860682,9.601241,9.560038,9.507948,9.340034,9.382464
Dnajc1,"DnaJ (Hsp40) homolog, subfamily C, member 1",0.820383249,0.976598665,0.893254531,1.29309269,1.142102506,1.264339781,9.867967,10.09027,9.859215,10.13225,10.27819,10.04914
Dnajb9,"DnaJ (Hsp40) homolog, subfamily B, member 9",-1.290110787,-1.274438703,-0.68457482,0.100755053,-0.347877909,0.06028997,11.65874,11.36476,11.52911,11.54846,11.90045,11.71307
Dnajb8,"DnaJ (Hsp40) homolog, subfamily B, member 8",-6.206310546,-7.091813834,-5.779834874,-6.558287447,-7.343508126,-6.378454879,5.833698,5.802622,5.863418,5.654779,6.333764,5.838912
Dnajb7,"DnaJ (Hsp40) homolog, subfamily B, member 7",-2.122595688,-3.203090494,-2.970359229,-3.580747089,-3.950263391,-3.256147251,3.559517,3.906065,3.704649,3.854723,3.81683,3.852674
Dnajb6,"DnaJ (Hsp40) homolog, subfamily B, member 6",-0.534142837,-0.713961535,-0.444211026,0.633694397,0.783103551,0.780688182,7.993609,8.038212,7.869913,8.104776,8.041164,8.152718
Dnajb5,"DnaJ (Hsp40) homolog, subfamily B, member 5",0.091673638,-0.265555836,0.256113124,0.480141264,0.237318325,0.341381985,7.359491,6.983477,7.298924,7.130262,6.977318,6.971058
Dnajb4,"DnaJ (Hsp40) homolog, subfamily B, member 4",0.471906481,0.58626229,1.005341474,0.261073473,0.332863525,0.330955527,7.490487,7.688788,7.495307,7.489158,7.777082,7.858125
Dnajb3,"DnaJ (Hsp40) homolog, subfamily B, member 3",-3.861050581,-3.935508525,-3.400526872,-4.741014332,-5.000549065,-4.618970978,6.818514,7.036113,6.740491,6.617195,6.434303,6.384596
Dnajb2,"DnaJ (Hsp40) homolog, subfamily B, member 2",-2.349455043,-2.12437808,-1.349197916,-0.875928418,-1.636848747,-1.610488805,8.86854,8.87035,8.942369,8.541348,8.39095,8.559557
Dnajb14,"DnaJ (Hsp40) homolog, subfamily B, member 14",-3.746940885,-5.03575783,-3.783758439,-3.480639749,-3.476027903,-3.752810459,8.434316,8.783802,8.485188,8.103906,8.057704,8.124568
Dnajb13,"DnaJ (Hsp40) related, subfamily B, member 13",-4.912194816,-4.963398068,-4.595095617,-5.815577141,-5.638937415,-5.784413273,5.159618,5.431549,5.160008,5.130219,5.347198,5.174183
Dnajb12,"DnaJ (Hsp40) homolog, subfamily B, member 12",1.904830054,2.189655892,2.131762602,2.790829931,3.143380947,2.579670248,11.12579,10.82306,10.94893,10.76836,10.70836,10.74644
Dnajb11,"DnaJ (Hsp40) homolog, subfamily B, member 11",-0.049635837,-0.152482139,0.285916016,0.094749369,0.139487305,0.419067954,10.6073,10.71153,10.54014,10.4686,10.61613,10.37534
Dnajb1,"DnaJ (Hsp40) homolog, subfamily B, member 1",0.933651296,1.210105063,1.286006639,1.256709788,0.87319369,1.181721012,9.436217,9.20818,9.276785,9.328322,9.52865,9.341063
Dnaja4,"DnaJ (Hsp40) homolog, subfamily A, member 4",-0.460030911,0.563184018,0.30083275,-0.405158371,-0.000994478,0.011638404,9.042192,8.837282,8.822289,9.325053,9.24058,9.152111
Dnaja3,"DnaJ (Hsp40) homolog, subfamily A, member 3",-1.001681721,-0.779971203,-0.627118729,-0.631367756,-1.07430668,-0.97102128,10.12182,10.55057,10.27754,10.27689,10.47602,10.25602
Dnaja2,"DnaJ (Hsp40) homolog, subfamily A, member 2",0.597455191,0.724391352,0.806438579,0.333785394,0.760904236,0.517095579,11.60948,11.79517,11.70504,11.83593,11.98868,12.00806
Dnaja1,"DnaJ (Hsp40) homolog, subfamily A, member 1",1.070257938,1.435899897,1.331147159,1.166628015,1.307406732,1.515176875,9.157614,9.283231,9.163929,9.014605,9.247578,9.442864
Dnaic2,"dynein, axonemal, intermediate chain 2",-0.39897618,-0.652173418,-0.754866845,-1.275361585,1.268746447,-0.033536061,6.432212,6.470488,6.595001,6.466413,6.810528,6.601438
Dnaic1,"dynein, axonemal, intermediate chain 1",-2.71618519,-3.255110085,-2.305181498,-3.622527427,-4.849943647,-3.603031672,6.483101,6.293513,6.553917,6.315126,6.401908,6.329025
Dna2,DNA replication helicase 2 homolog (yeast),-0.533309458,-0.373854661,-0.223729673,-0.523775282,-1.002880928,-0.767003635,7.053434,6.723038,6.699366,7.366992,6.752427,6.881811
Dmxl2,Dmx-like 2,-1.198641269,-0.841601496,-1.123798068,-1.905069994,-2.011409764,-1.384684209,8.908644,9.016773,8.812153,8.969825,8.281901,8.667273
Dmxl1,Dmx-like 1,0.012743281,-0.228116178,0.311219832,0.245376267,-0.129721172,0.486672877,10.0267,10.41294,10.04986,10.39215,10.3733,10.43613
Dmwd,dystrophia myotonica-containing WD repeat motif,0.281746161,0.217130611,0.132494574,0.349665913,-0.051088217,0.210206189,9.251999,9.175152,9.285057,9.263124,9.222733,9.339716
Dmtf1,cyclin D binding myb-like transcription factor 1,1.665312812,2.016579868,1.911129663,1.377613432,1.122179251,1.434829786,9.451849,9.906071,9.857367,9.703055,10.25351,10.08212
Dmrtc2,doublesex and mab-3 related transcription factor like family C2,-3.206140562,-3.028949973,-3.088511708,-3.674405063,-4.293679839,-3.830120159,6.967005,7.246882,7.197176,7.113198,7.364679,7.570248
Dmrtc1c2,DMRT-like family C1c2,-0.323499654,-1.302833362,-1.127946989,-1.31451563,-0.321292705,-1.218007458,6.951142,7.050474,6.982982,7.028425,7.247076,6.945259
Dmrtc1b,DMRT-like family C1b,-2.163091283,-2.223130976,-2.067909477,-2.805019921,-2.646757372,-2.614114717,4.803656,4.794184,4.949318,4.864152,4.961574,5.021002
Dmrtc1a,DMRT-like family C1a,-1.464539014,-1.221340839,-1.689593371,-1.596906373,-1.975848847,-1.625936692,6.540774,6.507542,6.537343,6.463269,6.86738,6.590164
Dmrtb1,"DMRT-like family B with proline-rich C-terminal, 1",-5.655448295,-5.835371893,-4.937946677,-6.269989135,-6.566279844,-6.189456242,6.301679,6.554166,6.4864,6.501991,6.566319,6.572448
Dmrta2,doublesex and mab-3 related transcription factor like family A2,0.114340567,0.314489655,0.178096283,0.236914269,-0.256596496,-0.384198418,6.57623,6.924571,6.734971,6.685464,6.99444,6.926772
Dmrta1,doublesex and mab-3 related transcription factor like family A1,-0.544958052,-0.469850041,-0.500029933,-0.426237498,-0.749825512,-0.929123276,4.49412,4.630947,4.614392,4.407898,4.639691,4.626317
Dmrt3,doublesex and mab-3 related transcription factor 3,1.560911849,2.028293845,2.126059937,0.466186865,1.211100571,0.679648931,5.82662,5.791423,5.847033,5.773561,5.856991,5.793974
Dmrt2,doublesex and mab-3 related transcription factor 2,1.613249025,0.849124002,1.563245771,1.57972896,1.415266095,1.060321544,6.973068,6.773272,6.855062,7.144094,6.979091,7.15294
Dmrt1,doublesex and mab-3 related transcription factor 1,-1.60021005,-1.301209719,-2.00259333,-2.868572847,-2.219026656,-2.119819698,6.448864,6.581433,6.379451,6.269838,6.782085,6.175806
Dmpk,dystrophia myotonica-protein kinase,-2.300614111,-2.2558464,-1.953856108,-2.433945213,-2.672288617,-2.493503752,8.418361,7.941029,8.319829,7.686099,8.047329,7.908552
Dmp1,dentin matrix protein 1,0.227480887,0.83913518,0.35860499,0.296994228,3.336121397,4.863861571,4.422093,4.577073,4.319188,4.473067,4.972821,4.412362
Dmkn,dermokine,0.476434992,0.58641608,0.96324605,1.406439277,1.00691731,0.833984469,6.152012,6.377235,6.373331,6.306215,7.325732,6.362111
Dmgdh,dimethylglycine dehydrogenase precursor,-1.052723473,-1.364619562,-1.294881645,-1.480309457,-1.078097276,-1.102889489,4.806027,4.981839,4.774682,4.740062,5.14397,4.852509
Dmd,"dystrophin, muscular dystrophy",-0.14541697,0.601206748,-0.399819434,-0.399213447,0.739826583,2.633040325,5.682319,5.91056,5.792773,6.047893,6.142325,5.994121
Dmc1,"DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)",-0.789613933,-1.453325303,-1.371611215,-1.216327426,-0.768928091,-0.735245335,6.272256,6.266021,6.438951,6.299805,6.48993,6.348728
Dmbx1,diencephalon/mesencephalon homeobox 1,3.342858863,2.852274248,1.370445127,2.146538103,2.387393027,1.134657284,6.019226,6.305382,6.157022,6.274976,6.475022,5.985746
Dmbt1,deleted in malignant brain tumors 1,-0.114831554,0.2016909,-0.194872879,0.308808678,0.130977826,0.024342899,4.505516,4.773197,4.671238,4.639833,4.347666,4.646783
Dmap1,DNA methyltransferase 1-associated protein 1,-3.695240507,-4.584036689,-3.639241742,-2.075018459,-2.571764828,-1.453755021,7.418972,7.439823,7.490545,7.448074,7.374042,7.486609
Dlx6as2,Dlx6 antisense RNA 2,-0.603149947,-0.573809051,-0.451794114,-0.279153563,-0.500264169,0.125210518,5.35997,5.618584,5.49699,5.671175,5.994138,5.697291
Dlx6,distal-less homeobox 6,-0.655436956,-0.995665686,-2.288642025,-0.008141444,-1.648983916,-0.541060561,6.180947,6.0657,6.046969,6.134377,6.320344,6.181123
Dlx5,distal-less homeobox 5,-1.055324472,-1.499479815,0.631318513,0.045535083,-0.893839284,-0.160463868,4.694898,4.997199,4.902736,4.695883,5.567469,4.80027
Dlx4,distal-less homeobox 4,-0.219011147,0.05167165,0.146217596,5.260270448,4.196792173,4.294241362,6.271818,6.04694,6.12537,6.3122,6.403658,6.128605
